Movie,Title,Rating,Review
Gone with the Wind,Very amusing.,,"Arguably Charlie's best film.  Maybe not his funniest but his best because there's so much more to it than the Keystone Kops kind of pratfalls that he so commonly used.Frankly I don't know how the guy did it, being so consistently humorous without using any words.  All of it depends on a story simple enough to be followed visually and on Chaplin's genius for mime and situation construction.  There ARE some words spoken on screen -- this was his last holdout against talking pictures -- but none of them involve people speaking directly to one another.  There is a song at the end with gibberish lyrics. And the rest of the speaking is always filtered through some mechanical medium, a record player, a radio, a television set.  Charlie was accused of communism somewhere along the line and pretty much thrown out of the country, after which he lived in Switzerland.  You couldn't tell he was a Commie from this movie.  It comments on its time, of course, the Great Depression, and Charlie and Paulette Goddard are two poor people.  Management is shown as callus, playing with a jigsaw puzzle and reading newspapers while the workers slave away on the assembly line.  There is even a communist demonstration.  But it's all played for laughs.  One of those red warning flags falls off the back of a truck passing down an empty street.  Charlie picks up the flag and waves it, shouting after the truck. As he begins to hurry after the truck, still shouting and waving, a horde of dissatisfied workers silently falls in behind him and he's arrested.  Poor people steal, but they only steal food.  If having sympathy for the unemployed is communism then roughly one American out of three was a communist, because that's roughly what the unemployment rate was.  ""Modern Times"" is no more communistic than, say, ""My Man Godfrey"" or ""Salt of the Earth"" or ""The Grapes of Wrath.""  Besides that, Charlie is no classical Marxist.  Marxism posited a transition from ""false consciousness"" (the feeling that one's miserable poverty was due to personal failure or bad luck) to ""class consciousness"" (the realization that exploitation by the property owners was at fault).  Charlie is no activist.  He fumbles every job he gets.  The other workers are hardly sympathetic.  Charlie's not a working class hero but a black sheep.  The opening shot of the herd of sheep hurrying past the camera includes one black sheep in the middle of the flock and it's hard to imagine that this was accidental.Actually, Charlie had lost a lot of respect in America because he had an eye for young girls.  His second marriage resulted from a sixteen-year-old girl's (faked) pregnancy.  Paulette Goddard, who became his third wife, maybe and maybe not, was twenty when this movie was made, and Charlie was forty-three.  In any case -- boy, if you want to get Americans heated up just combine sex with politics.  A sure-fire winner for the puritans.  (It may have cost Goddard the part of Scarlet O'Hara in ""Gone With the Wind"" because she may have been living in sin with Charlie at the time.)I don't want to spell out too many of the gags because I don't want to spoil them but be alert for the feeding machine that goes berserk and shoves lug nuts down Charlie's throat and hits him in the face with a corn cob. Charlie looks as if he's strapped helplessly into his seat, but his hands were free under the rotating table so that he could manipulate the fiendish devices himself.  The first time I saw this movie was in the Arts Theater on Springfield Avenue in Irvington, New Jersey.  When Paulette Goddard first appeared, the man on my right chuckled and said, ""Now that's a good-looking babe.""  On my left, my marmorial ex laughed out loud during the feeding machine episode for perhaps the only time in her life.  There can be no higher recommendation."
Gone with the Wind,You'll smile though your heart is breaking,,"Long after most people thought the silent movie had been buried forever, Chaplin brought his ""Little Fellow"" out of mothballs for one more magnificent motion picture. The Tramp is trapped in a factory, performing mind-numbing repetitive tasks, and finally he goes hilariously berserk. I started laughing the instant I saw the lady in the dress with the buttons. Like ""City Lights,"" this film is a collection of charming vignettes, this time revolving around The Tramp's desire to settle down with gamin Paulette Goddard. From the Tramp's encounter with an assembly-line ""feeding machine"" to his unsuccessful stints as night watchman and waiter, this movie is packed full of delights. Chaplin never speaks, but he does sing a little. This work of genius can make you smile though your heart is breaking."
Gone with the Wind,"Charlie the rebel, Charlie the poet, Charlie the invincibly human,,,",8/10,"""Modern Times"" begins with a shot of sheep going down a runway followed by a shot of workers entering a factory Charlie is set down in the midst of industrial civilization, which is dominated by machinery and in which men are organized into mechanical units, Capital and Labor Charlie's real enemies are no longer the Cop or the Boss, with whom he can always enter into some human relation, but a vast impersonality, invisible and invulnerable ""Modern Times"" offered a variety of minor attractions: it featured Chaplin's wife, Paulette Goddard; it had wonderful gags; it indulged in tricks of sound which came to the very edge of being dialog But what did the picture mean, what was it trying to say? Because Chaplin charged his usual enormous percentage for it, and because of foreign receipts, ""Modern Times"" made money, but exhibitors were not happy at the limited audience turnout For the majority, the new Charlie was too serious; for the minority, not serious enoughSince the picture seemed to be about the dehumanizing effect of machinery, intellectuals called upon Chaplin to join them in reorganizing machine culture to some more human scale of thingsOff the screen, Chaplin said nothing On the screen, his anarchic hostility for any kind of machine culture expressed itself in scenes like that in which Charlie is fed by a machine and that in which, crazed by the assembly line, he runs into the street, his arms moving convulsively like two pistons Charlie the rebel, Charlie the poet, Charlie the invincibly human, had been turned into a machine"
Gone with the Wind,Modern Times,8/10,"In the 1930s, technology was increasing faster than people could've imagined 30 years ago, and factories were simply becoming normal at this point. The world was moving faster than ever before, and I'm sure the workers at the factories couldn't help but feel like they were being used as just another cog in the machine. ""Productivity"" became more important than the workers well being and big company bosses - as well as the machines themselves - seemed to be controlling the workers. The machines seemed to be taking jobs from the actual human beings and this feeling is perfectly conveyed in Charlie Chaplin's great ""Modern Times"".I don't need to go into an in depth analysis to point out the parts of the film that convey these points but the most impressive aspect of this film is how genuinely funny it manages to be while making this point. From the lunch machine and the Tramp's mental breakdown to the entire jail scene, this is by far the funniest Chaplin movie I've seen yet, and one of the funniest silent films I've seen.Speaking of the lunch machine, the film's main point is perhaps portrayed with more clarity and hilarity in this scene than any other scene in the film, and that point is this: Humans aren't machines, and machines aren't perfect, and neither of those should be treated as such.As well as that bit of commentary it has a sweet story involving a young homeless girl and the Tramp and an optimistic ending in which they literally walk off into the sunset. It may sound trite, but in this story there's no telling if they'll be OK, the important thing is that they believe they will and they shouldn't stop trying, and that seems to be the most important thing to Charlie Chaplin, who seems to convey this message in one way or another in every film he makes."
Gone with the Wind,One of the finest film comedies ever made.,10/10,"If you only watch one Charlie Chaplin film, make sure it's Modern Times. Or The Gold Rush, or City Lights, or... Well, OK there are a few to choose from. But aside from a satirical subject matter that has retained its relevance over eighty years since the film was first made, Modern Times is a near perfect example of Chaplin's talents, not just as a performer but also as a director.
Modern Times opens with an intertitle that proclaims that the film is ""A story of industry, of individual enterprise - humanity crusading in the pursuit of happiness"", followed by a shot is of a herd of jostling sheep, which cuts to a shot of a herd of jostling workers emerging from the subway. What follows is a blistering satire of industrialised modern life that opens with Chaplin's ""Little Tramp"" character (credited as ""a factory worker"") working on an increasingly fast production line, which soon drives him to a nervous breakdown. Accidentally ending up in prison, he soon decides that he prefers it to working in a factory and spends much of his time attempting to get sent back there, as a result of which he meets a girl - the Gamin - with whom he becomes romantically involved. Once together, the Tramp and the Gamin conclude that they can only achieve their dream of domestic happiness by finding employment, but it never quite works out for them...
Chaplin was a something of a polymath: not only did he star in Modern Times, he also produced, directed, wrote it and composed the score. The film was made at a time when talkies had more or less consigned silent movies to history, but he made the movie mostly silent because he reportedly believed that the Little Tramp wouldn't work in a talkie (we actually hear his voice in this, his final film, but only when he memorable sings in a gibberish). It's a not a true silent film and Chaplin makes use of diagetic sound, often for comic effect. Whilst he's mostly remembered by the public at large as one of the great silent screen clowns, Chaplin's talents as a director were prodigious: Modern Times is a masterful demonstration of his mise-en-scéne, boasting some truly remarkable props and sets, many of them featuring moving parts which form a key part of the film's funniest moments. The feeding machine is a particularly good example, as are the conveyor belt and the huge assemblies of cogs and wheels in which he and others get ensnared; less immediately obvious but just as impressive is the shack that the Little Tramp and the Gamin move into, with parts rigged to break and collapse on cue.
Chaplin's almost peerless grasp of physical comedy is on display throughout and it remains a very funny masterpiece of perfectly choreographed slapstick. It's enhanced by the fact that Chaplin shot the film at 18 frames per second and then projected parts of it at 24 frames per second, making key scenes seem even more hectic and chaotic, and along with the film's sound (or lack of it) this demonstrates Chaplin bringing the techniques of silent movies into the talkie era for artistic effect. His musical score is the icing on the cake, perfectly suited as it is to each and every scene.
The rest of the cast, mostly regular Chaplin collaborators, contribute to the film's polish by playing their parts straight around his clowning and doing so impeccably, with Chaplin's then-wife Paulette Goddard giving an utterly charming performance as Ellen Peterson, a.k.a. the Gamin. The end result is a beautifully made and very funny film, but one that is also angry, showing people driven to crime and forced to live in hovels by low wages and unemployment, and often daring (the scene in which the Tramp accidentally takes cocaine - with hilarious results - was technically forbidden by the Hays Code at the time). It certainly isn't the only Chaplin film worth watching, but it is nonetheless one of his very best and one of the finest film comedies ever made."
Gone with the Wind,As relevant today as it was then - and still very funny,9/10,"Part satire, part slapstick comedy, part melodrama; the great pioneer of film, Charles Chaplin, has created his own monument with this film. At the same time, 'Modern Times' was Chaplin's last goodbye to the era of silent film - which, remarkably, had already ended almost a decade earlier.After nearly 80 years, this screen marvel still makes me laugh, cry - and think about the ongoing automatization of practically every trivial little thing in our lives. Modern times, indeed. To me, this film is as entertaining and funny today as I imagine it was then, and it's certainly as relevant as it was then. The tramp still rules. My vote: 9 out of 10.Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/Favorite Low-Budget and B-Movies: http://www.imdb.com/list/ls054808375/Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/"
Gone with the Wind,Individual Parts Greater Than the Whole,7/10,"One of this movie's most famous images--Chaplin sliding around inside the gears and cogs of a monstrous machine--provides a handy visual to go along with my opinion of the film in general: there are individual cogs that I remember as being brilliant, but when put together they don't make a totally satisfying machine.Unlike ""City Lights"" or ""The Gold Rush"" before, or ""The Great Dictator"" after, I didn't get caught up in the narrative of ""Modern Times,"" and I felt there were longer gaps between the funny bits. However, some of the set pieces in this are hilarious, most notably the scene where Chaplin finds himself strapped into an automatic feeding machine that goes berserk; and a nimble scene on roller skates that showcases his athleticism.Sadly, ""Modern Times"" was an all too applicable metaphor for Chaplin's place in the film industry. New technologies were beginning to make his artistry obsolete, and the sadness of that is palpable in the film's final shot.I'm recommending ""Modern Times"" because it's a very good movie. I just didn't think it was as good as some of Chaplin's other well-known projects.Grade: B+"
Gone with the Wind,Solid comedy with great story and drama,9/10,"Greetings from Lithuania.""Modern Times"" (1936) is my first movie which i saw that features Charles Chaplin. Saw it first time in 2015, but nevertheless it's a great movie. Comedy here is truly funny, and it's not just a comedy. It tells a story, with some underlying themes that are still kinda topical till this day – technology is changing, evolving, and if you are not keeping pace with it, you will have some hard times like our hero of this movie.Acting here is very solid, actually i was surprised of how well acted this movie was – no one overreacted. Story itself is interesting and movie is very well paced – at running time 1 h 27 min it almost never drags and is entertaining from start till finish.Overall, ""Modern Times"" is a black and white silent movie (there are some sounds actually) which safely can be viewed for the first time even in 2015 – 79 years after it's original release. It has some truly genuine comedic situations, it tells good story and pacing of picture is very solid. Maybe it is not possible to review this movie correctly now because it's very old, but great movies are great movies – they can be viewed no matter what."
Gone with the Wind,In the Pursuit of Happiness...,8/10,"Never a dull moment with the vagrant antics of Mr Charlie Chaplin as he seeks to impress on his audience the impact of living in the modern era. What would the little man make of the world today, as technology continues its drive to remove people from the workplace and replace them with more and more automation (who can blame them during pandemic times). A timeless classic that is perfectly geared, engaged and enmeshed for the unstoppable onslaught of technology and its perpetual modernisation - happiness beckons."
Gone with the Wind,Excellent,8/10,"This very well written story never lets down from the very first image we see, flocking sheep compared with rushing urban human crowds, to the very ending. Excellent criticism of the Taylorism/capitalistic through humor relevant for any age, nationality or time; story-telling that would touch anyone alike in a universal fashion, every now and then sparkled with Chaplin's unique and deeply influential sense of humor and on-screen comedy. Hilarious in moments, and unique. A man of many talents clearly, and excellent at those. Overall this depicts quite a zany approach to life, one that is pure in essence and profoundly antagonistic with the current ways of the time, and ways of today still: a life dominated by one-track thinking, rigid and stubborn social etiquette, and the enslavement this new world has brought in so many aspects to the human species. Finally, it highlights the importance of never giving up; EVER; and the preciousness of love."
Gone with the Wind,"Still modern, funny and profound",10/10,"It is difficult to review Chaplin's movies objectively because many of us have seen them, or at least have heard about them, since we were young. They have become part of our emotional and/or cultural background.Chaplin is arguably the only complete director: in most of his pictures, he also produces, acts, writes the script, composes the music, does his own stunts and edits. His talent and reputation generated numerous commercial successes, even when he continued directing silent movies after their time. ""Talkies"" were the only films produced after 1927, the few silent attempts afterwards were failures; yet Chaplin was an exception: ""City Lights"" in 1931 and ""Modern Times"" in 1936 were sensations worldwide (the latter includes a few sounds but they are marginal). This is remarkable since nine years is an eternity in cinema timeframe. Only in 1940 did Chaplin direct a talkie.COMEDY OR DRAMA?Is the movie a comedy? Partly: tragi-comedy is Chaplin's trademark. In my opinion, there are three levels of humour.1. Pure amusement, sometimes as in slapstick: the tramp eats all he can to be sent to jail and even buys more when he is with the policeman; he is drugged in jail; the tramp and the gamin imagine their life in an idyllic house; the tramp roller-skates close to an edge in the department store (fabulous stunt); he makes a lousy waiter but a great actor at the end. Again, I am not certain how much of the fun is derived from childhood memories and/or the fact we feel younger as we watch the film. To enjoy it fully, we must lay aside some of our adult critical sense, notably towards old-fashioned cinema.2. No humour, just drama: the gamin's father dies; her sisters are taken away; the tramp crashes his way through the crowd to get a job (an efficient illustration of ruthless competition).3. Amusement with a dramatic twist: these are the most frequent scenes, and probably the best. We grin even as we laugh. The movie opens on sheep moving grouped (of which a black one: an allusion to the tramp?), that fade out to workers coming out of the subway. This must have been a shock for the audience during the Great Depression. Another example is one of Chaplin's most famous scenes ever: the tramp tries the eating machine. It is at the same time hilarious (Chaplin really gives all of himself here) and pathetic: a metaphor on ill-conceived progress, oppression of man by machine and conditions of workers obliged to comply with strange requests.Other scenes include: the entire first part in the factory, including when the tramp is stuck in the machine (inside shot, that became iconic), which also happens to a colleague later on (outside shot); the tramp launches by mistake an unfinished ship into the sea, with footage of an actual ship that was probably sunk because of the Depression; the tramp and the gamin make most of their shabby hut.The movie efficiently alternates these three levels of humour, as well as its rhythm. It famously starts as a whirlwind with dynamic tempo and music. And it ends like a roller-coaster: funny musical (the tramp sings), emotional (he is hired), dramatic (the police arrest the gamin), thriller (they run away as climatic music plays), melancholic (they are on the road, free but uncertain). The last image is rightfully double-edged: the tramp and the gamin walk away quietly, yet mountains ahead block their road. She looks like an elegant lady, he looks a bit like a clown with his funny walk and big shoes. We don't know where they are going, nor do they.MODERNITYHence Chaplin's ambition was far more than to just divert. Themes depicted eighty years ago are still modern:
Crisis, redundancies, strikes, inequalities, social unrest.Working conditions in factories, even though exaggerated by humour and symbols: productivity, control, burn-out.Technology that dehumanises: chain-working, the eating machine, video surveillance (a science-fiction element at the time). Remarkably, the only sounds of the film are coming from devices, not humans: screen, phonograph, radio.Success with talent, work and some luck.The law. The topic is prominent (the police are omnipresent) and ambiguous. Can one steal food to survive? Chaplin seems to excuse this behaviour. The tramp is on both sides of the law: he steals food but helps the police arrest villains in jail. And the police's role is complex; notably, they shoot an unarmed man, followed by the ironic card: ""The law takes charge of the orphans"".Violence and drugs in prison.The universal dimension of the movie shows by the fact the main characters have no name: the tramp, the gamin. Chaplin will be blamed for its social topics during the McCarthy era, among other grievances, and he will be forced to exile. Considering it now, this seems ridiculous since the message of the film is not communist: the tramp and the gamin want everything but change society; they search for a job, a home and respect. Note also Lincoln's portrait in the tramp's cell: he is a patriot.The movie does not take sides:
Workers can be friendly or violent.Policemen can be friendly (e.g. in jail) or violent (one purposelessly pushes the tramp outside the factory).Prison inmates can be honest (the tramp) or villains.Women can be attractive (the gamin) or not (all others, actually).This double-sidedness also divides individuals:
Big Bill was bullying the tramp in the factory, but later sympathises with him.The gamin steals and then becomes settled.The tramp will do anything to protect the ones he loves (the gamin, children), but can abuse almost anybody else to achieve it: a recurrent feature in Chaplin's pictures.The underlying message seems to be: people are not good or bad, it mainly depends on their conditions. Yet another modern theme."
Gone with the Wind,Charles Chaplin masterpiece finds him playing a factory worker who becomes involved in problems and strikes,8/10,"This mostly silent movie deals with a little man , a disgraced factory worker who goes insane from his repetitious job at an assembly líne . At the same time the exigent boss demands him for greatest efficiency and speed at work . As the unfortunate man moving from hapless factory worker to singing waiter and ultimately triumphing along the way .An interesting and thought-provoking Chaplin film encompassing the tyranny of Machine over man, this great film has more relevance nowadays than ever. The pic contains a sour denounce on capitalism , industrialization and human explotiation . This is a vintage flick much in the fashion that sound films offended his pantomimist's sensibilities . This is a silent movie , being the only dialogue a song sung by Chaplin in gibberish Italian .Chaplin gives an awesome and sympathetic performance as a labourer who goes crazy and triumphs over adversity , just as Charles the film director proved victorious over sound . Chaplin also composed the score which incorporates the charming tune : Smile. His spouse to be Paulette Goddard is attractive in the femenine lead , playing a poor orphan. Look for a young Gloria de Haven , as one of Paulette Goddard's Sisters . She is the real-life daughter of Chaplin's assistant director .The motion picture was masterfully directed by Charles Chaplin .This was one of the longest ones to that date . Chaplin previously directed 2 or 3 reel short movies, such as : Our hero, The fireman, Night at the show , The adventurer, The floorwalker, The cure , The inmigrant , The circus , Burlesque on Carmen , among others . After that , he made long feature films such as : The gold Rush , The kid , City lights , The great dictator , Monseur Verdoux , Limelight, A king of New York and his last one : A countess from Hong Kong . Rating 8/10 . Better than average . Well worth watching ."
Gone with the Wind,"Charlie Chaplin's own deeply impoverished past plays an extensive role in the theme of his film Modern Times, which is probably the most potent of his dozens of films that deal with the difficult lives of th",10/10,"It is a testament to Chaplin's filmmaking skills that he is able to impose such significant meaning on what really boils down to little more than a series of comedy skits strung together on an apparently flimsy clothesline of a plot. Indeed, the cinematic value of Modern Times is unquestionable, but it is ironically noteworthy that such a simple and even blocky plot is made into such a memorable film experience and delivers such a strong, time-transcending message about poverty stricken populations.
It is no secret that Charlie Chaplin was more or less dragged into the sound era against his will. In the early part of the 20th century, he had built a tremendous career as a silent film actor, and had created a character, the Tramp, that was purely a silent film character who could not be transported into the sound era. Charlie had built his career and his popularity with the Tramp, and the coming of sound to the cinema meant the end of that character (as illustrated by Robert Downey Jr.'s Charlie Chaplin in the 1992 film Chaplin, `The Tram CAN'T talk. The minute he talks, he's dead.'). Chaplin delivers to the world a cynical satire about modern technology as well as his own ode to the silent film with Modern Times.Charlie plays the part of a man who works a dehumanizing position in a factory in which he is little more than a component of a machine, and he is controlled like a pawn by the menacing boss, who we see mostly as a looming face on a tremendous television screen. Clearly, the most memorable scenes in the film involve something to do with the factory, such as Charlie's brief trip into the innards of the machine, as well as his warm-hearted efforts to feed lunch to a man who has inadvertently become lodged in a machine, with only his head free. However, there is a very noteworthy but fairly subtle subplot that quietly reveals Chaplin's fondness for the silent film.The first and most obvious thing is that for the most part, this is a silent film. There are intertitles, there is precious little dialogue, and the film's main character doesn't utter a sound until near the end of the film. But there are also a lot of other things that more subtly hint that silent films are better than sound films. For one thing, the only intelligible words spoken in the film are done so through some sort of barrier. There is the factory boss speaking demandingly through the television screen, and the feeding machine company speaking through the radio as they try to sell the feeding machine to the factory boss. This becomes the most obvious by the fact that anyone speaking on screen - such as the factory boss as he tells the men that the feeding machine is not practical - only does so in intertitles. We know that dialogue can be put in the film, but Chaplin chooses only to do this in a detached and mechanized way.There is also a very strong example of Chaplin's endless sympathy for poor people at several points in this film. The most significant example of this is his interactions with the Gamin, played by Paulette Goddard, as well as his nearly constant contempt toward the police. After the scene where he gorges himself at a small diner (note that the window said `Cafeteria: Tables For Ladies'), he casually calls an officer into the diner and tells him to pay the tab, unable to pay it himself. As he is handcuffed to the officer, he gets a cigar from a nearby vendor and hands some large candy bars to a couple of small children nearby, who look to be the type of children who are never sure where their next meal is going to come from.
Charlie plays a hard working, lower class man in Modern Times, and no matter how badly he just wants to get some good work and earn a living so that he can buy a house for himself and Paulette, things constantly seem to go wrong for him. It seems that this bad luck is used to suggest that poor people are not poor as a result of their own shortcomings, but because they just can't seem to work their way up to a better life, no matter how hard they try. This social commentary is intertwined with such skillful intricacy with the story about Chaplin's love of silent film that there is really no switching back and forth between the two. Modern Times strikes me as especially memorable because it is a very simple story that is punctuated by a series of comedy skits, yet it also delivers several different messages that are important to society as well as to the filmmaker himself. In this way, the movie almost seems to deliver these strong messages without the audience even being aware that they are being presented with these issues. It is a great way to mix entertainment with important societal topics, and Charlie's decision to finally have the Tramp utter vocalized speech is done so in an endlessly watch-able song and dance scene, adding to the immeasurable number of film skits for which Charlie Chaplin will be remembered and loved."
Gone with the Wind,Still a Modern Classic,10/10,"We like to think that comedy has evolved since the time of silent film. We like to think that with the advent of sound and the injection of modern technology in all aspects of film production has made just about everything better. Indeed, it's hard to argue that so much of today's fun and farce just can't exist without a sound mixer and a few boom mics laying around. Ask yourself, if you put The 40-Year-Old Virgin (2005) or The Hangover (2009) on mute, would you really get anything out of it?By 1936, sound had long taken the film industry by storm. In fact, if you listen closely to the moment Al Jolson uttered ""You ain't heard nothing' yet,"" in The Jazz Singer (1927), you may have heard the careers of many shattering in earnest. Never has there been a piece of technology so seamlessly adapted to an industry before or since. To name the number of noteworthy films made after 1929 that were silent would be to name perhaps a dozen.Yet with this adoption came growing pains. The cumbersome size of the Photokinema sound-on-disc machines and their components meant cameras had to stay bolted down. Actors had to not wonder too far from the mic or worse still, find a way to wear several pounds of bulky microphones under their garments. What once were dreams, stitched together by editing cuts became pale imitations of stage plays. The grammar of film essentially took two steps back.Seeing this, silent era superstar Charlie Chaplin decided to stem the tide. In 1931, he directed, produced and starred in City Lights, a romantic masterpiece of stagecraft and pantomime that to this day is one of the best examples of the beauty we lost. Seeing the writing on the wall by 1936, Chaplin decided to give the Tramp one last hurrah before retiring the character. One last bow before the tendrils of technology transforms his career into a shadow of its former self.Modern Times is at once one last bow, one last look at innocence lost and one glorious masterpiece of cinema. In it, Charlie's lovable Tramp struggles to adapt to a modern technological age while causing light-hearted mayhem everywhere he goes. Throughout the film he tries to conform to working as a security guard, a longshoreman, a factory worker, a mechanic etc. yet his peculiarity prevents him from being at a work site for too long. During his struggles he befriends an woman named Ellen (Goddard) who aids him in his quest for fulfilling work. They of course, fall in love in the chaste innocent way that couples did in the films of the time.Modern Times is infamous, for among other things, a soundtrack that includes the earworm ""Smile"" composed by Chaplin himself. The most famous cover was crooned by Nat King Cole whose astringent voice had the poorly covered scars of a life harshly lived. ""Smile"" to Modern Times is perfect; both as a bittersweet anthem and as addition to the American songbook. It perfectly captures the Tramp's uneasy monachopsis while hanging onto a buoyant hope of finding purpose. It's at times sad, at times triumphant but always life-affirming.Modern Times is also known for large, unique and detail filled comic set-pieces that despite being around for eighty years still coaxes laughter. One after another, these moments capture the absurdities of industrial life no other film does. Whether it be Chaplin toiling over a conveyor belt of widgets or literally being engulfed by a mechanical do-dad, He always has the perfect expression to reaffirm his humanity in the most inhuman of situations. It's pitch-perfect pantomime done by a true master of the craft.Of course, being the film advertised as ""the one where The Tramp speaks,"" Modern Times does succumb to the encroachment of sound. And unlike in City Lights, Chaplin decides to inject it as part of a large theme as opposed to a target of mockery. The film is book- ended by two moments of sound, the first of which is his factory boss yelling at him through a large projected screen. ""Get back to work!"" he yells while the Tramp struggles to find a moment of respite. The inclusion of sound as an oppressor, even a personified one is an effective means of identification. Those who have heard the phrase ""If you have time to lean, you have time to clean,"" will no doubt sympathize with Chaplin's character in that particular moment in time.The second time sound is used, is to affirm Chaplin's Tramp as a unique individual amid a crowd of onlookers. Late in the film, Ellen finds a job for the Tramp at a restaurant as a singing waiter. Right before his debut, he struggles to remember the words of the song he's to sing. He decides to put the lyrics on his detachable cuffs. Invariably, he looses the cuffs and, thinking quickly, begins to sing in gibberish. It's a prank pulled on audiences clamoring for the Tramp to finally speak on screen, yet it's one that's so incongruously Chaplin that one can't help but admire it.With Chaplin having a hand in every aspect of the film's production, one can write an entire book fawning over the exploits of a genius so ahead of his time, we still feel his influence. Modern Times showcases that genius, filling the celluloid with beauty, pathos, humor and humanity. Years after most of today's contemporary comedies fade into obscurity, those centuries from now will still fondly remember Charlie and his lovable Tramp. I guarantee it."
Gone with the Wind,The Farewell Performance of The Tramp,10/10,"Charlie Chaplin's Modern Times (1936) is the final film to feature the great actor/director/writer's most easily recognizable incarnation: The Tramp. Here is a character that is so ingrained in the collective conscious of modern film audiences that many recognize him despite the fact that they have not seen a single Chaplin film. Indeed, several iconographic studies have labeled The Tramp (with his worn hat, distinctive mustache, dusty suit, cane, and trademark waddle) as the single most identifiable fictional image in history.Still, the film that perhaps most influenced the creation and thematic realization of Modern Times was not even a silent one. The Jazz Singer, which debuted in 1927, five years before Modern Times began production, is perhaps the most important watershed film in the industry's century-old history. In the film, comic great Al Jolson stands up in front of the audience and...sings. And as Millard Mitchell said in Singin' in the Rain, the public was suddenly in a frenzy for ""Talking pictures! Talking pictures!"" Sadly, with the advent of synchronized sound and dialogue, the world of silent filmmaking began to slip into obscurity with audiences and studios now viewing it as obsolete and undesirable. Nevertheless, Chaplin continued his passion for the subtle craft by creating City Lights (1931), which many critics and academics consider one of the greatest films ever made, but by the time Modern Times was released, Chaplin was one of the last directors left clinging to a dying art.Modern Times is not an entirely silent film, (there are dialogue snippets and sound effects), but if you look closely, every character with dialogue (excluding Chaplin himself) is being mocked. Even when The Tramp opens his mouth (the only time he ever did so in a film), the words are nonsensical, defying the burgeoning convention that dialogue is mandatory for substance, entertainment, and quality.Despite the film's status as one of the greatest comedies of all-time, it is hard to ignore the political component. In his movies, Chaplin often exhibited a great mistrust for authority and progress, as often embodied through the social elite, the police, and wealthy entrepreneurs. The irony of the film's title, then, is two-fold. It connects with Chaplin's own bitter feelings regarding his moribund art form, but also refers to the plight of the working classes during the Great Depression (long working hours with little job security and meager salary, while the upper classes remain wealthy and bide their idle time) The world was changing fast, and Chaplin foresaw that many of these changes were far from beneficial.As we watch The Tramp struggle through the modern, mechanized world, we laugh at his antics and the absurdity of their results, but we can also feel pain and pity. He is clearly a man who does not belong. Indeed, The Tramp can almost be thought of as a misfit who has passed through a membrane from some alternate reality and unwittingly fallen into our familiar world (notice that he does not have a name or identification of any kind, and as far as we know, he has no friends, family, funds, or history).He takes on assembly lines, feeding machines, department stores, policemen and various other mass-oriented aspects of the industrialized world (all which demand and exhibit sameness and conformity), but The Tramp (and his symbolic extension, the individual) never seem to fit.This is, consequently, why Modern Times is also one of the most poignant love stories ever put on film. The only character who is on the same level as The Tramp is a young, homeless woman who is referred to as ""The Gamin"" and is played by Chaplin's then-wife, Paulette Goddard. These two are brought together by the fact they have almost nothing except the will to live and continue forward, despite adversity. Both are nameless, neither has a home, and they each have no money or material possessions.It is here that Chaplin makes his most poignant and saddening statement about modern living. The Tramp and The Gamin are the only characters who exhibit individuality and idealism, yet they are also the ones lowest on the social and economic food chain. The conclusion of the film, which most likely reflects upon Chaplin's own emotions, is tinged with sadness, but also a lingering hopefulness that resonates as loudly and clearly today as it did more than sixty years ago.Then there is, of course, the comedy, which is the stuff of legendary status. Some of the most memorable comic images in film history are found in Modern Times. These include The Tramp's bout with an assembly line (and his resulting twitches), his unfortunate encounter with ""nose-powder"", the moment when he quite literally becomes a cog in the wheels of industry, and his epic struggle to bring roast duck to an angry customer.In my opinion, however, the two standout moments are the scene in a department store involving a blindfold and some rollerskates (the most exquisite moment of comedy in the film) and the sequence where The Tramp is submitted to the mad whim of an out-of-control feeding machine (the most uproarious moment in the film).These are just a handful of moments that make Modern Times the enduring masterpiece that it is. On a personal level, the aspect of the film that resonates strongest with me is its appeal to the idealistic misfit in all of us. In our hearts, many of us long for the simplicity and exuberance with which The Tramp and The Gamin live life (with attention to the bare essentials and an absence of need for materialism and modern trappings).As Chaplin so skillfully shows, however, our modern times make this lifestyle a faded dream, lost among the sheep-like herds of men and women scurrying through a modern metropolis that only Fritz Lang could make seem darker and more devoid of true humanity. Still, the final image of Modern Times refuses to let the film end on an exclusively tragic note and demonstrates that the individual is still alive and may yet find his way in an ever-changing world."
